Gender :,Age:,Graduation Year :,Program Code :,Current Occupation :,Job category :,Department :,Company Name,Type of Company :,Company's nature of business :,Years of work experience (after graduation):,Current Salary Midpoint
Male,28,2010,CS230,IT Exec,Executive,Finance,SMEBank ,Corporate(Koperasi),Banking,6,4500.5
Female,21,2017,CS110,students,students,,,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,
Male,23,2017,CS246,Software engineer,Non Executive,Poduct Team,Dinarpal,Corporate(Koperasi),Services,1,3500.5
Male,23,2017,CS246,Software engineer,Non Executive,Poduct Team,Dinarpal,Corporate(Koperasi),Services,1,3500.5
Male,23,2017,CS251,Software Developer,Executive,None,Mandrill Tech Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,24,2017,CS245,Junior VoIP Engineer,Executive,VoIP,Stampede Solution Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,29,2010,CS244,PEMBANTU TADBIR,Non Executive,CENTRE FOR TEACHING PRACTICE & INDUSTRIAL TRAINING,UNIVERSITI PENDIDIKAN SULTAN IDRIS,Statutory Body(Badan Berkanun),Education,6,2500.5
Female,25,2016,CS230,Assistant Executive IT,Executive,ICT,Perbadanan kemajuan negeri selangor,Statutory Body(Badan Berkanun),property,1,2500.5
Female,29,2015,CS110,pembantu tadbir n19,Non Executive,human resources,kementerian kesihatan malaysia,goverment,Hospitality,1,2500.5
Male,25,2017,CS251,System engineer,Executive,IT,Mmsc systems sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,24,2017,CS241,CLERK,Executive,ADMIN,MF TECHNOLOGY SUPPLY AND SERVICES,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,22,2017,CS112,Manufacturing Planner,Executive,Planning Department ,VENTURE INTERNATIONAL,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,24,2016,CS244,ecr support,Executive,ecr department,irc sdn bhd (m),Private Limited Company(Syarikat Sendirian Berhad,distributer / after sales service,1,2500.5
Female,23,2017,CS110,Engineer,Non Executive,Engineering,Mattel Malaysia Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Female,21,2017,CS110,Administrative Assistant,Non Executive,Human Resources,Syarikat Air Negeri Sembilan Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Watering,1,1500
Female,24,2016,CS241,Quality Control Executive,Executive,Quality Control,P\S\L MALAYSIA,Private Limited Company(Syarikat Sendirian Berhad,Consulting,1,2500.5
Female,27,2013,CS228,Mnagement,Executive,AKADEMIK,IPB,swasta/kerajaan,Education,3,2500.5
Female,23,2015,CS111,QA Assistant ,Non Executive,QA,GP Batteries (Malaysia) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,1500
Male,24,2017,CS244,IT Executive,Executive,IT ,Maybank ,GLC,Banking,2,2500.5
Male,25,2017,CS250,IT Officer F41,Executive,Centre for Graduate Studies ,USIM,Statutory Body(Badan Berkanun),Education,1,2500.5
Female,24,2017,CS247,It Officer,Executive,Digital Goverment,MAMPU,Kerajaan,Information Technology,1,1500
Female,23,2017,CS243,Web Developer,Non Executive,Operation,SKALI,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,24,2017,CS248,Financial Executive,Executive,Sales and Marketing,Public Bank Berhad,Corporate(Koperasi),Banking,1,2500.5
Female,25,2015,CS243,SOFTWARE DEVELOPER,Executive,TECHNICIAN,NERVESIS SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,28,2014,CS229,Investigator,Executive,Executive Counsel - Investigation,Malaysia Airlines Berhad,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,1,2500.5
Male,25,2016,CS230,it executive,Executive,it,naza auto sdn bhd,Corporate(Koperasi),automotive,1,2500.5
Female,22,2016,CS110,Working,Documentation and Tester,ICT,Bespoke Technology Sdn. Bhd,Partnership(Perkongsian),Information Technology,1,1500
Male,23,2013,CS110,Junior software engineer,junior,icba10,Infopro Sdn Bhd,Corporate(Koperasi),Information Technology,1,2500.5
Male,24,2015,CS110,Pen. Peg. IT (F29),Non Executive,Administration,PLANMalaysia@Kelantan,Goverment,Town Planning,2,2500.5
Male,24,2017,CS243,System Engineer ,Executive,Bisness Intelligence,Infopro sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,FinTech,1,2500.5
Female,25,2016,CS 253,3D Designer,Regular Employee,Design Department,IKLANIKA SDN BHD,Sole Trader(Perseorangan),Advertising,1,1500
Female,23,2017,CS251 ,Robotic Coach,Normal Staff,Educational,Roboticist (M) SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Education,1,1500
Male,25,2016,CS248,MARKETING EXECUTIVE,Executive,MARKETING,PENAWAR INDUSTRIES SDN. BHD.,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Female,23,2017,CS248,Account Officer ,Non Executive,Finance ,Chin Hin Group Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Female,24,2017,CS244,Software Developer,Junior,Information Technology,Mantap Sinergi Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,26,2014,CS230,IT System Admin,Executive,ITD,Custommedia Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,2500.5
Female,24,2017,CS244,Pekerja Sambilan Harian (IT),Non Executive,Bahagian Teknologi Maklumat,Suruhanjaya Integriti Agensi Penguatkuasaan,Statutory Body(Badan Berkanun),Services,1,1500
Female,28,2014,CS225,Assistant Engineer,Non Executive,Operation,N-wave Technologies (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,3,2500.5
Female,23,2017,CS233,Credit Recovery Officer,Non Executive,Collection,Pasadana Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,24,2017,CS246,Associate Test Analyst,Executive,IT,Pactera Malaysia Inc .Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,2500.5
Female,24,2016,CS240,IS Executive,Executive,System Development and Integration,Sarawak Information Systems (SAINS),Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,27,2013,CS221,Working Holiday Maker,Traveller,Shed job,Fiorito Bananas,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,3,4500.5
Male,23,2017,CS 241,Employee Relations Executive,Executive,Management,WEX EXPRESS SERVICE SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,24,2016,CS228,Accounts & Human Resources Executives,Executive,Finance and Accounting Department,Denai Boutique Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,29,2011,CS110,IT Executive,Executive,System Development and Integration,Sarawak Information Systems Sdn. Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,23,2017,CS244,Software Developer cum Mobile Developer,Executive,HeiTech Managed Services Group - Product & Consultancy ,HeiTech Padu Berhad,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,25,2015,CS240,Assistant Information Technology Officer,Non Executive,ITD,UIA,Education,Information Technology,2,2500.5
Female,25,2017,CS247,executive account,Executive,FINANCE,ZET CORPERATION,Private Limited Company(Syarikat Sendirian Berhad,Accountant and Audit,1,2500.5
Female,26,2016,CS247,engineer,associate,IT ops and operation,Digi Telecomunications,Corporate(Koperasi),Telecommunication,1,3500.5
Male,29,2011,CS230,Automation Engineer,Executive,Shift Automation Engineer,Intel,Corporate(Koperasi),Information Technology,6,7500.5
Female,29,2015,CS702,Housewife,Executive,Banking,Maybank,Corporate(Koperasi),Services,7,4500.5
Male,24,2016,CS241,Jobless,Freelance,Home,Home Sdn Bhd,Looking for vacancies,Jobless,1,1500
Female,26,2014,CS244,Specialist Enterprise Performance Management,Executive,Information Technology,Sime Darby Global Services Center,Corporate(Koperasi),Services,1,2500.5
Female,25,2016,CS241,Admin,Non Executive,Human Resources ,ArqhitectNIA,Partnership(Perkongsian),Architecture ,1,1500
Male,26,2013,CS110,Warehouseman,Supervisor,Warehouse,Petronas,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,4,3500.5
Female,25,2015,CS247,Executive,Executive,Compliance,Maybank berhad,Private Limited Company(Syarikat Sendirian Berhad,Accountant and Audit,2,3500.5
Female,25,2013,CS110,Technical assistant playout,Technical,Iptv media operation,Telekom malaysia,Corporate(Koperasi),Media and Broadcasting,2,1500
Female,25,2015,CS253,VR Developer,Executive,Virtual Reality,P&C,Private Limited Company(Syarikat Sendirian Berhad,Virtual Reality & 360,2,2500.5
Female,21,2016,CS110,Software Programmer,Non Executive,System Development,Opensoft Technologies Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,23,2017,CS241,Logistics,Executive,Procurement,Kontena Nasional Berhad,Limited,Logistics,7,1500
Female,26,2015,CS247,Data analysts,Executive,Data analyst,The Nielsen (M) Company Sdn.Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,3,2500.5
Male,22,2015,CS110,Assistant branch manager,Manager,Retail,99 Speed Mart Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,2500.5
Male,24,2017,CS251,Y5ZONE SDN BHD,rather not to say,Developer,Y5ZONE,Corporate(Koperasi),Information Technology,1,2500.5
Male,25,2017,CS230,Programmer,Web developer,Web development,"Reduxion | Kota Kinabalu, Sabah Design and Development",Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,24,2017,CS241,Marketing executive,Executive,R&D,Crest synergy global sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,26,2016,CS707,lecturer cs,Non Executive,cs,geomatika university college,Sole Trader(Perseorangan),Education,1,2500.5
Male,30,2011,CS225,Information Security Engineer,Executive,Cybersecurity - Engineering,DXC Technology (Malaysia),Corporate(Koperasi),Services,6,7500.5
Female,24,2016,CS249,Consultant ,Non Executive,Recruitment,Kelly Services (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Male,23,2017,CS253,Web Design Analyst,Executive,DCS,Dell,Corporate(Koperasi),Information Technology,1,1500
Female,24,2015,CS246,Analyst,Executive,IT,Tnb,Corporate(Koperasi),Services,2,2500.5
Female,24,2017,CS241,Logisctic coordinator,Non Executive,Documentation,Bpd services centre,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,1,1500
Female,26,2015,CS241,Account Clerk,Clerk,Account,Tanjong Ixxora Logistics Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Logistics,1,1500
Male,29,2011,CS226,System Analyst,Senior Executive,ICT Application,Taylor's University Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,6,7500.5
Male,25,2017,CS243,Software Engineer,Executive,R&D,Panasonic System Networks Malaysia Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Male,25,2016,CS246,IT ENGINEER,Executive,IT DEPARTMENT,NCS PTE LTD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,4500.5
Female,24,2017,CS241,EXECUTIVE BANK,Executive,AUTO COLLECTION & RECOVERY,CIMB BANK GROUP,CORPORATE BANKING,BANKING,1,2500.5
Female,24,2017,CS241,Field Coordinator,Executive,Operations,Ipsos Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Market Research,1,2500.5
Male,24,2016,CS240,System Engineer,Entry Level,Core Banking,Infopro Sdn Bhd,Corporate(Koperasi),Information Technology,1,2500.5
Female,30,2013,CS229,Lecturer,Executive,Engineering studies,ADMAL AVIATION COLLEGE,Private Limited Company(Syarikat Sendirian Berhad,Education,2,2500.5
Female,23,2017,CS246,Service Support Engineer,Junior,Suport IT,Silverlake,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,23,2015,CS110,Student,Student,Student,Student,University,Hospitality,1,1500
Female,29,2012,CS230,IT Officer,Executive,IT,Tourism Malaysia,Statutory Body(Badan Berkanun),Tourism,5,3500.5
Male,27,2013,CS230,IT Officer,Executive,Software Development,EARTH Info,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,4,3500.5
Female,24,2017,CS243,iOS & Backend Developer,Programmer,IT,Mobius Digital Systems,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,23,2017,CS244,Project executive,Executive,IT,SCIENOTECH SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,23,2017,CS249,SLB trainee at EPF,Trainee,Administarion,KWSP KOTA BHARU,Statutory Body(Badan Berkanun),Customer Services,1,1500
Male,32,2008,CS223,UiTM Lecturer,IPTA,CTN,UiTM,Statutory Body(Badan Berkanun),Education,9,7500.5
Female,27,2014,CS229,tutor and tuition teacher,Non Executive,Tuition centre,Pusat Tuisyen Ummu Aysha & Pusat Tuisyen Pena,Sole Trader(Perseorangan),Education,4,1500
Female,24,2017,CS773,Data Specialist ,Executive,Global,Nielsen (Malaysia),Corporate(Koperasi),Consumer Trading,1,2500.5
Female,24,2017,CS773,Data Specialist ,Executive,Global,Nielsen (Malaysia),Corporate(Koperasi),Consumer Trading,1,2500.5
Male,21,2016,CS110,Semi skill,Non Executive,Direct hire,Dialog plant and service,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,26,2015,CS227,Auditor,Non Executive,Audit,Trans-Asia Group,Private Limited Company(Syarikat Sendirian Berhad,Accountant and Audit,2,2500.5
Male,24,2017,CS246,Executive Consultancy & Solution,Executive,Product & Solutions,ACASIA Communications,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,2500.5
Male,30,2012,CS110,programmer,Executive,php,ingeniworks sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,4,2500.5
Female,21,2017,CS110,Receptionist,Staff,Reception,Muarar hotel,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,1,1500
Female,26,2015,CS227,Junior Executive(Accountant),Executive,Account,Murni Dinamik Environment Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,2,1500
Male,21,2017,CS110,none,Non Executive,,,,Media and Broadcasting,1,
Male,31,2008,CS226,Digital Service Delivery & Operation,Manager,Customer Service,Tenaga Nasional Berhad,GLC,Power Utility,9,7500.5
Female,26,2017,CS248,Research officer,Non Executive,Admin,Jabatan Kesihatan Negeri Selangor,Govermant,Hospitality,1,2500.5
Female,25,2016,CS241,Clinical Research Assistant,Non Executive,Clinical Research department,IJN,Private,Hospitality,1,1500
Female,25,2016,CS241,Clinical research assistant ,Non Executive,Clinical research department ,Ijn,Private g,Services,2,1500
Male,26,2017,CS243,Programmer,Executive,Development,Hitachi eBworx,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,24,2017,CS241,Further Study,Student,Faculty of Science Technology and Development,"Uthm, Pagoh Johor",Statutory Body(Badan Berkanun),Education,1,1500
Male,32,2015,CS230,IT Support,Executive,IT Department,FlyFirefly Sdn Bhd,Statutory Body(Badan Berkanun),Aviation,6,3500.5
Female,24,2017,CS253,graphic designer,Executive,designer,travel,Private Limited Company(Syarikat Sendirian Berhad,travel,1,1500
Female,23,2017,CS230,Junior Quality Assurance,Executive,Quality Control,Select-Tv Solutions Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,23,2017,CS243,IT Support Engineer,Non Executive,Information Technology,Asset Management Resources Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,30,2012,CS229,Test Analyst,Executive,Information Technology,Bank Simpanan Nasional,Statutory Body(Badan Berkanun),Banking,5,4500.5
Male,24,2014,CS110,IT Analyst,Non Executive,IT,Flex System Penang sdn.bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,2500.5
Male,28,2013,CS244,Special Officer to CEO,Executive,CEO Office,State Economic Development Corporation,Statutory Body(Badan Berkanun),Property Development; Hospitality & Tourism; Port & Logistics,4,3500.5
Female,26,2016,CS241,Shipping Assistance,Non Executive,Shipping,Topflight Plastics Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,1500
Female,25,2016,CS253,Software Test Engineer,Executive,TOUCH 'N GO SDN BHD,APP FUXION SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,25,2017,CS244,IT Support,Executive,Group Technology and Operation,CiMB,Bankinh,Accountant and Audit,1,2500.5
Female,23,2017,CS241,research assistant,Non Executive,research,merdeka,Private Limited Company(Syarikat Sendirian Berhad,research,1,2500.5
Female,24,2015,CS110,study,Non Executive,fashion and dressmaking,giatmara,giatmara,Services,1,1500
Male,22,2017,CS110,Programmer,Non Executive,IT,Data Envelopment Analysis SDN BHD ,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Male,29,2016,CS230,DBA,Non Executive,IT,Intel,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,3500.5
Female,25,2016,CS 242,FUND ACCOUNTANT,Executive,FUND ACCOUNTING,KAF INVESTMENT BANK BHD,Private Limited Company(Syarikat Sendirian Berhad,INVESTMENT,1,2500.5
Female,24,2017,CS248,ASSISSTANT PAYROLL,Non Executive,FINANCE,PWB SDN.BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,25,2016,CS773,Business Analyst,Operations Support,Google Project,Teledirect Telecommerce Sdn Bhd,Outsourced Company,Services,1,3500.5
Male,29,2012,CS230,Assistant IT Officer,IT Officer,JUPEM,JUPEM,Government,Mapping,2,2500.5
Female,30,2009,CS247,Purchasing Officer,Executive,Purchasing,BioSynTech Malaysia Group Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,5,2500.5
Male,24,2015,CS230,Customer Engineer,Non Executive,IT,Isianpadu,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Male,24,2016,CS226,Technical Assistant,Non Executive,IT,NCS,Corporate(Koperasi),Information Technology,1,7500.5
Female,23,2017,CS241,EXECUTIVE,Executive,PROCUREMENT,TOP GLOVE,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,3500.5
Male,22,2015,CS143,student,Non Executive,,,,,2,1500
Female,29,2011,CS247,vadilation team,Executive,contact centre,ambank,Corporate(Koperasi),banking,7,3500.5
Female,24,2017,CS241,Management trainee,Executive,Children's,MPH book store,Private Limited Company(Syarikat Sendirian Berhad,Retails,1,1500
Female,24,2017,CS249 ,CONTRACT WORKER,Non Executive,STORE,IOI LODERS CROKLAAN OILS SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Female,24,2017,CS247,Operation Assistance,Entry level,Logistic,Toshiba Logistic,Partnership(Perkongsian),Services,1,1500
Female,26,2013,CS233,Designer,Executive,Marketing,Infosys,Partnership(Perkongsian),Information Technology,2,2500.5
Male,28,2013,CS244,Pet Shop,Manager,,Business,Sole Trader(Perseorangan),Animal,4,2500.5
Male,31,2012,CS110,Web Developer,Mid Level Programmer,IT,Azexis Ltd,Corporate(Koperasi),Information Technology,6,3500.5
Female,28,2013,CS230,DBA,Analyst/IT Support,IT,DELL,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Male,31,2013,CS226,SITE MANAGER,Manager,HEALTH,STRATEQ,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,4500.5
Female,27,2017,CS247,Marketing and sales,Manager,human resources,Yebeng sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,3,2500.5
Male,25,2015,CS249,Digital Marketer,Executive,Marketing,Asia Sports Venture,Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,3,4500.5
Male,28,2012,CS220,Takaful Wealth Planner,Non Executive,,Prudential BSN Takaful,Private Limited Company(Syarikat Sendirian Berhad,Services,4,2500.5
Female,23,2017,CS251,QA TESTER,Non Executive,IT,FAVOR TECH SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,FINANCE SOFTWARE,1,2500.5
Female,30,2009,CS230,Software Developer,Executive,IT,Phillip Capital,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,7,4500.5
Male,30,2012,CS229,Production Manager,Manager,Operational,Mardec Berhad,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,4,3500.5
Male,26,2014,CS230,CASH MANAGMENT,Executive,CASH MANAGEMENT SUPPORT AND SERVICES,SAFEGUARDS G4S,Private Limited Company(Syarikat Sendirian Berhad,Services,2,2500.5
Female,23,2017,CS251,PEGAWAI TEKNOLOGI MAKLUMAT (KONTRAK),Executive,IT,JABATAN PERDANA MENTERI,GOVERNMENT,Services,1,2500.5
Female,27,2011,CS111,penolong akauntan,Executive,bwtd,jabatan akauntan negara malaysia,kerajaan,Accountant and Audit,4,1500
Female,30,2009,CS110,Penolong pegawai penyelidik,Senior Manager,Information technology,Research management center,Statutory Body(Badan Berkanun),Research management,9,3500.5
Female,23,2017,CS241,Statistician,Executive,MSPD,FOMEMA Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,2500.5
Female,31,2010,CS253,IT Application Engineer,Executive,IT,Weida (M) Bhd,Group Company,Manufacturing,13,4500.5
Female,29,2010,CS110,Solution developer,Executive,It,Objectiflune,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,4500.5
Male,24,2017,CS248,RA,RA,SCIENCE,UTM,GOV,Education,1,1500
Male,25,2016,CS245,Analyst Programmer,Executive,Software and Development,Extreme Edge Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,2,2500.5
Female,24,2017,CS241,Data Processing Specialist,Executive,Operation,Nielsen,Private Limited Company(Syarikat Sendirian Berhad,Market Research ,1,3500.5
Female,28,2012,CS233,Telekom Malaysia,Executive,Information Technology & Network Technology,Telekom Malaysia Berhad,GLC,Telecommunication,5,3500.5
Female,23,2017,CS242,Teacher,Education,Management,Al Baghdadi,Branch,Education,1,1500
Female,26,2014,CS230,Associate Executive,Executive,Project,Sapura Secured Technologies Sdn. Bhd. ,Private Limited Company(Syarikat Sendirian Berhad,Telecommunications and secured technology,3,2500.5
Female,26,2015,CS227,Personal financial consultant,Executive,Cimb machang,Cimb bank,Financial institutions,Financial institutions,3,2500.5
Female,24,2015,CS214,Purchaser,Executive,Purchasing & Shipping,Top Glove,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,3500.5
Female,25,2015,CS230,diet clerk,clerk,jabatan dietetik dan sajian,segi seri sdn.bhd,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,2,1500
Female,29,2014,CS214,Officer,Non Executive,Enforcement,EPF,Statutory Body(Badan Berkanun),Services,3,2500.5
Male,27,2014,CS222,AML System Analyst,Executive,Group IT Compliance & AML System,RHB Bank Berhad,Bank,Banking,1,2500.5
Male,25,2015,CS229,Human Resources Analyst,Non Executive,Shared Services,Reckitt Benckiser,Multinational Corporate,Consumer Goods,2,3500.5
Female,24,2017,CS249,ACCOUNTANT,JUNIOR,ACCOUNT,EMI Q,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,1500
Female,25,2015,CS233,Cashier,Non Executive,Cashiering,Milimewa Superstore Sdn. Bhd.,Partnership(Perkongsian),Services,3,1500
Female,25,2016,CS773,Clerk,Non Executive,Electric,HDK Potential Engineering Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,29,2013,CS113,Planning Executive,Executive,Planning,Latexx Partners Berhad,Partnership(Perkongsian),Manufacturing,4,2500.5
Female,29,2011,CS113,Pegawai Perunding,Executive,Kerajaan,Malaysian Productivity Corporation,Statutory Body(Badan Berkanun),Consultant,4,3500.5
Male,34,2012,CS225,Pegawai Pendidikan Pengajian Tinggi,government servant,Education,Politeknik,Government,Education,6,3500.5
Female,28.75,2017,CS773,Teacher,government servant,Mathematics,Kementerian Pendidikan Malaysia (KPM),Professional,Education,1,3500.5
Female,26,2016,CS230 ,Java Programmer,Executive,IT,"Nityo ICoE, Nusajaya",Private Limited Company(Syarikat Sendirian Berhad,Outsource IT ,1,2500.5
Female,24,2017,CS246,Programmer,Non Executive,Research & Development,Rank Alpha Technologies,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,6,1500
Male,31,2011,CS228,Penolong Pengurus Eksekutif,Manager,Operasi,Lembaga Zakat Negeri Kedah,Statutory Body(Badan Berkanun),zakat,7,4500.5
Male,26,2013,CS110,PEMBANTU TADBIR (PENAKSIRAN) G21 SAMBILAN,Non Executive,BR1M,LEMBAGA HASIL DALAM NEGERI MALAYSIA,Statutory Body(Badan Berkanun),Accountant and Audit,2,1500
Female,25,2016,CS248,production planner,Executive,Production,Moi food malaysia,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,3500.5
Female,30,2012,CS214,Sales Management,Manager,Sales & Marketing,L.V Control Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,6,4500.5
Male,25,2016,CS242,Fixed Income Analyst,Executive,Credit Research,KAF Investment Bank,Berhad,Financial,1,2500.5
Female,26,2014,CS110,planner production,Non Executive,production,prelude printing (m) sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,3,1500
Female,27,2014,CS228,Full-time Housewife,None,None,None,None,None,3,7500.5
Female,27,2015,CS214,Restaurant manager,Manager,F&b,Qsr Stores sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,3,1500
Female,31,2010,CS231,Software Developer,Executive,Software,BIT Group Sdn. Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,7,2500.5
Female,24,2017,CS230,Merchandising assistant,Non Executive,Merchandising,Kasut you Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,1500
Female,23,2017,CS110,Planner,Non Executive,Manufacturing,Teknion Furniture Systems(M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,26,2015,CS242,Executive ,Executive,Compliance,Hsbc,Private Limited Company(Syarikat Sendirian Berhad,Finance,3,3500.5
Female,23,2017,CS246,Office staff,General admin,It,Ss supersave(sibu)sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Enterpreneur,1,1500
Female,23,2017,CS246,Office staff,General admin,It,Ss super save (sibu) sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Business,1,1500
Female,24,2017,CS241,SL1M-GEES Trainee,Executive,Human Resources,PETRONAS,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,24,2017,CS247,Network Deployment,Executive,Technology,Webe Digital Sdn Bhd,Partnership(Perkongsian),Telecommunication,1,1500
Female,26,2017,CS249,Account Assistant,Fresh Graduate,Account Department ,Stradford International College,Private Limited Company(Syarikat Sendirian Berhad,Education,1,1500
Female,27,2015,CS233,CREDIT CONTROL EXECUTIVE,Executive,CREDIT CONTROL ,SKYNET WORLDWIDE (M) SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,2,2500.5
Female,26,2015,CS240,Information Technology Officer (F41),Executive,IT,IIUM,University,Information Technology,2,3500.5
Female,24,2017,CS241,Executive IT,Executive,IT,KOBIMBING,Corporate(Koperasi),Customer Services,1,1500
Male,25,2017,CS230,IT Programmer,Web Developer,Peoplelogy Interactive,Peoplelogy Group Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Professional Training,1,1500
Female,28,2016,CS249,TEMPORARY STATISTICIAN,Executive,AGRICULTURE AND ENVIRONMENTAL DIVISION,"DEPARTMENT OF STATISTICS MALAYSIA, PUTRAJAYA",GOVERNMENT,Services,3,1500
Male,30,2011,CS242,ECONOMIST,Executive,ECONOMICS,IHS MARKIT,Private Limited Company(Syarikat Sendirian Berhad,DATA,5,7500.5
